Tempo;Corsa;Carico;Deformazione 1
0.30200;0.06732;637.99522;-0.02300
0.30400;0.06786;642.35912;-0.02267
0.30600;0.06840;646.74746;-0.02237
0.30800;0.06894;651.13828;-0.02212
0.31000;0.06948;655.51577;-0.02193
0.31200;0.07001;659.88339;-0.02178
0.31400;0.07055;664.25246;-0.02163
0.31600;0.07109;668.62567;-0.02145
0.31800;0.07163;672.98939;-0.02121
0.32000;0.07217;677.32912;-0.02090
0.32200;0.07270;681.64803;-0.02051
0.32400;0.07324;685.95861;-0.02004
0.32600;0.07378;690.26984;-0.01952
0.32800;0.07432;694.59109;-0.01898
0.33000;0.07486;698.93198;-0.01844
0.33200;0.07539;703.29458;-0.01791
0.33400;0.07587;707.67165;-0.01739
0.33600;0.07641;712.05087;-0.01694
0.33800;0.07695;716.42348;-0.01658
0.34000;0.07749;720.79203;-0.01631
0.34200;0.07803;725.16399;-0.01609
0.34400;0.07850;729.53706;-0.01589
0.34600;0.07904;733.89737;-0.01570
0.34800;0.07958;738.23705;-0.01548
0.35000;0.08006;742.56607;-0.01524
0.35200;0.08060;746.90091;-0.01496
0.35400;0.08113;751.25690;-0.01461
0.35600;0.08167;755.64929;-0.01422
0.35800;0.08221;760.08062;-0.01378
0.36000;0.08269;764.53444;-0.01333
0.36200;0.08323;769.00111;-0.01288
0.36400;0.08377;773.48985;-0.01246
0.36600;0.08430;777.99973;-0.01212
0.36800;0.08478;782.51744;-0.01188
0.37000;0.08532;787.04730;-0.01170
0.37200;0.08580;791.59951;-0.01155
0.37400;0.08634;796.16085;-0.01139
0.37600;0.08681;800.71278;-0.01120
0.37800;0.08735;805.25596;-0.01094
0.38000;0.08783;809.79858;-0.01061
0.38200;0.08837;814.34762;-0.01020
0.38400;0.08885;818.91166;-0.00971
0.38600;0.08939;823.48669;-0.00917
0.38800;0.08992;828.05334;-0.00860
0.39000;0.09046;832.60527;-0.00806
0.39200;0.09094;837.15525;-0.00759
0.39400;0.09148;841.70336;-0.00717
0.39600;0.09202;846.23182;-0.00681
0.39800;0.09255;850.73467;-0.00652
0.40000;0.09303;855.22626;-0.00629
0.40200;0.09357;859.72100;-0.00611
0.40400;0.09411;864.22497;-0.00595
0.40600;0.09459;868.73807;-0.00578
0.40800;0.09513;873.25396;-0.00559
0.41000;0.09560;877.77032;-0.00536
0.41200;0.09614;882.30446;-0.00506
0.41400;0.09662;886.87465;-0.00469
0.41600;0.09710;891.47240;-0.00423
0.41800;0.09764;896.07621;-0.00368
0.42000;0.09811;900.68234;-0.00308
0.42200;0.09859;905.30077;-0.00246
0.42400;0.09913;909.93047;-0.00187
0.42600;0.09961;914.56166;-0.00134
0.42800;0.10015;919.19135;-0.00087
0.43000;0.10063;923.82198;-0.00048
0.43200;0.10110;928.45326;-0.00019
0.43400;0.10164;933.08659;0.00005
0.43600;0.10218;937.72737;0.00032
0.43800;0.10266;942.38073;0.00063
0.44000;0.10320;947.04889;0.00094
0.44200;0.10373;951.72636;0.00125
0.44400;0.10421;956.40421;0.00157
0.44600;0.10475;961.08215;0.00193
0.44800;0.10523;965.76056;0.00232
0.45000;0.10577;970.43486;0.00275
0.45200;0.10625;975.11047;0.00320
0.45400;0.10672;979.79801;0.00366
0.45600;0.10726;984.49001;0.00413
0.45800;0.10774;989.17000;0.00460
0.46000;0.10822;993.83742;0.00505
0.46200;0.10870;998.50632;0.00545
0.46400;0.10924;1003.18110;0.00581
0.46600;0.10971;1007.84991;0.00612
0.46800;0.11019;1012.50159;0.00638
0.47000;0.11067;1017.13724;0.00659
0.47200;0.11115;1021.76378;0.00679
0.47400;0.11169;1026.38723;0.00702
0.47600;0.11217;1031.01106;0.00731
0.47800;0.11264;1035.63322;0.00767
0.48000;0.11318;1040.24224;0.00807
0.48200;0.11366;1044.83096;0.00853
0.48400;0.11414;1049.41241;0.00904
0.48600;0.11468;1054.00961;0.00956
0.48800;0.11515;1058.63335;0.01003
0.49000;0.11569;1063.27320;0.01046
0.49200;0.11617;1067.91612;0.01085
0.49400;0.11671;1072.56565;0.01121
0.49600;0.11719;1077.23558;0.01151
0.49800;0.11773;1081.93401;0.01173
0.50000;0.11820;1086.65945;0.01189
0.50200;0.11868;1091.39988;0.01207
0.50400;0.11922;1096.13510;0.01229
0.50600;0.11970;1100.85253;0.01255
0.50800;0.12018;1105.55887;0.01286
0.51000;0.12066;1110.27379;0.01322
0.51200;0.12113;1115.01366;0.01361
0.51400;0.12161;1119.78156;0.01403
0.51600;0.12209;1124.56903;0.01445
0.51800;0.12263;1129.35677;0.01486
0.52000;0.12311;1134.11546;0.01524
0.52200;0.12358;1138.82851;0.01561
0.52400;0.12406;1143.50412;0.01595
0.52600;0.12454;1148.15868;0.01623
0.52800;0.12502;1152.81502;0.01644
0.53000;0.12556;1157.50441;0.01663
0.53200;0.12604;1162.24792;0.01685
0.53400;0.12651;1167.04218;0.01712
0.53600;0.12705;1171.86932;0.01741
0.53800;0.12753;1176.70894;0.01773
0.54000;0.12801;1181.54390;0.01811
0.54200;0.12849;1186.36908;0.01860
0.54400;0.12903;1191.19091;0.01918
0.54600;0.12950;1196.01330;0.01979
0.54800;0.12998;1200.83513;0.02037
0.55000;0.13046;1205.66124;0.02092
0.55200;0.13094;1210.49434;0.02143
0.55400;0.13142;1215.32027;0.02189
0.55600;0.13190;1220.12645;0.02227
0.55800;0.13237;1224.92416;0.02256
0.56000;0.13285;1229.72783;0.02276
0.56200;0.13339;1234.53420;0.02292
0.56400;0.13387;1239.33954;0.02306
0.56600;0.13435;1244.15690;0.02322
0.56800;0.13483;1248.99670;0.02338
0.57000;0.13530;1253.84573;0.02360
0.57200;0.13578;1258.68097;0.02392
0.57400;0.13626;1263.49395;0.02430
0.57600;0.13674;1268.29026;0.02473
0.57800;0.13728;1273.07428;0.02518
0.58000;0.13775;1277.85029;0.02565
0.58200;0.13823;1282.62900;0.02612
0.58400;0.13871;1287.42307;0.02659
0.58600;0.13919;1292.24081;0.02705
0.58800;0.13973;1297.08052;0.02746
0.59000;0.14021;1301.93597;0.02782
0.59200;0.14068;1306.80716;0.02815
0.59400;0.14122;1311.69781;0.02848
0.59600;0.14170;1316.60402;0.02884
0.59800;0.14218;1321.51833;0.02921
0.60000;0.14266;1326.43990;0.02955
0.60200;0.14314;1331.37163;0.02989
0.60400;0.14361;1336.31155;0.03024
0.60600;0.14409;1341.25575;0.03059
0.60800;0.14457;1346.21030;0.03096
0.61000;0.14505;1351.18617;0.03133
0.61200;0.14559;1356.17666;0.03170
0.61400;0.14607;1361.15979;0.03207
0.61600;0.14654;1366.12281;0.03244
0.61800;0.14696;1371.06571;0.03276
0.62000;0.14744;1375.98962;0.03303
0.62200;0.14792;1380.89508;0.03327
0.62400;0.14840;1385.78052;0.03352
0.62600;0.14888;1390.63857;0.03379
0.62800;0.14935;1395.46571;0.03409
0.63000;0.14983;1400.27246;0.03443
0.63200;0.15031;1405.07687;0.03483
0.63400;0.15079;1409.88762;0.03530
0.63600;0.15133;1414.70740;0.03582
0.63800;0.15181;1419.54543;0.03635
0.64000;0.15228;1424.41317;0.03687
0.64200;0.15276;1429.30737;0.03739
0.64400;0.15330;1434.21292;0.03792
0.64600;0.15378;1439.11652;0.03845
0.64800;0.15426;1444.01249;0.03893
0.65000;0.15474;1448.90388;0.03938
0.65200;0.15521;1453.80376;0.03978
0.65400;0.15569;1458.72263;0.04013
0.65600;0.15617;1463.65585;0.04040
0.65800;0.15665;1468.59260;0.04063
0.66000;0.15713;1473.53504;0.04085
0.66200;0.15761;1478.49517;0.04106
0.66400;0.15808;1483.47802;0.04130
0.66600;0.15856;1488.47140;0.04162
0.66800;0.15904;1493.45584;0.04204
0.67000;0.15952;1498.42259;0.04250
0.67200;0.15994;1503.38383;0.04297
0.67400;0.16042;1508.35644;0.04342
0.67600;0.16089;1513.33530;0.04382
0.67800;0.16137;1518.29692;0.04416
0.68000;0.16185;1523.22957;0.04445
0.68200;0.16233;1528.14612;0.04470
0.68400;0.16281;1533.06536;0.04491
0.68600;0.16329;1537.99122;0.04509
0.68800;0.16376;1542.91578;0.04526
0.69000;0.16418;1547.83344;0.04545
0.69200;0.16460;1552.74207;0.04569
0.69400;0.16496;1557.63850;0.04597
0.69600;0.16532;1562.52179;0.04633
0.69800;0.16568;1567.39205;0.04677
0.70000;0.16604;1572.22915;0.04727
0.70200;0.16633;1576.99585;0.04781
0.70400;0.16657;1581.67370;0.04839
0.70600;0.16687;1586.27033;0.04899
0.70800;0.16711;1590.78613;0.04954
0.71000;0.16729;1595.20619;0.05002
0.71200;0.16753;1599.52324;0.05043
0.71400;0.16771;1603.73226;0.05076
0.71600;0.16789;1607.81089;0.05102
0.71800;0.16807;1611.72692;0.05123
0.72000;0.16819;1615.46394;0.05141
0.72200;0.16831;1619.02253;0.05157
0.72400;0.16849;1622.41068;0.05174
0.72600;0.16861;1625.63790;0.05194
0.72800;0.16873;1628.70269;0.05218
0.73000;0.16885;1631.59464;0.05243
0.73200;0.16897;1634.31428;0.05267
0.73400;0.16902;1636.87859;0.05291
0.73600;0.16914;1639.30170;0.05316
0.73800;0.16920;1641.58437;0.05341
0.74000;0.16926;1643.72995;0.05361
0.74200;0.16938;1645.75092;0.05374
0.74400;0.16944;1647.64971;0.05378
0.74600;0.16950;1649.41400;0.05374
0.74800;0.16956;1651.04121;0.05363
0.75000;0.16956;1652.54045;0.05350
0.75200;0.16962;1653.91434;0.05336
0.75400;0.16962;1655.16641;0.05325
0.75600;0.16968;1656.31790;0.05321
0.75800;0.16968;1657.39171;0.05323
0.76000;0.16974;1658.38748;0.05332
0.76200;0.16974;1659.28733;0.05346
0.76400;0.16974;1660.07448;0.05363
0.76600;0.16974;1660.74354;0.05383
0.76800;0.16974;1661.30289;0.05402
0.77000;0.16974;1661.77154;0.05416
0.77200;0.16974;1662.16400;0.05425
0.77400;0.16974;1662.47785;0.05431
0.77600;0.16974;1662.70565;0.05434
0.77800;0.16974;1662.85783;0.05434
0.78000;0.16974;1662.96139;0.05428
0.78200;0.16974;1663.03143;0.05418
0.78400;0.16974;1663.05751;0.05406
0.78600;0.16974;1663.02957;0.05394
0.78800;0.16962;1662.96195;0.05384
0.79000;0.16962;1662.86584;0.05377
0.79200;0.16962;1662.72577;0.05374
0.79400;0.16962;1662.52367;0.05374
0.79600;0.16956;1662.26681;0.05376
0.79800;0.16956;1661.98537;0.05377
0.80000;0.16956;1661.70597;0.05381
0.80200;0.16956;1661.43216;0.05385
0.80400;0.16950;1661.15183;0.05384
0.80600;0.16950;1660.86201;0.05374
0.80800;0.16950;1660.56845;0.05357
0.81000;0.16950;1660.27658;0.05335
0.81200;0.16950;1659.98992;0.05313
0.81400;0.16950;1659.71052;0.05292
0.81600;0.16944;1659.43727;0.05273
0.81800;0.16944;1659.16700;0.05259
0.82000;0.16944;1658.90045;0.05250
0.82200;0.16938;1658.64564;0.05248
0.82400;0.16938;1658.41021;0.05255
0.82600;0.16938;1658.18930;0.05269
0.82800;0.16938;1657.96950;0.05287
0.83000;0.16932;1657.74506;0.05309
0.83200;0.16932;1657.51912;0.05333
0.83400;0.16932;1657.30007;0.05354
0.83600;0.16926;1657.09630;0.05370
0.83800;0.16926;1656.90370;0.05379
0.84000;0.16920;1656.70719;0.05381
0.84200;0.16920;1656.50379;0.05379
0.84400;0.16914;1656.30039;0.05375
0.84600;0.16914;1656.09363;0.05371
0.84800;0.16908;1655.87012;0.05362
0.85000;0.16908;1655.63133;0.05352
0.85200;0.16902;1655.39403;0.05343
0.85400;0.16902;1655.16790;0.05339
0.85600;0.16897;1654.94569;0.05341
0.85800;0.16897;1654.71714;0.05349
0.86000;0.16891;1654.47667;0.05364
0.86200;0.16891;1654.21814;0.05381
0.86400;0.16885;1653.93539;0.05396
0.86600;0.16885;1653.63513;0.05405
0.86800;0.16879;1653.33040;0.05408
0.87000;0.16873;1653.01897;0.05406
0.87200;0.16867;1652.68388;0.05399
0.87400;0.16867;1652.31545;0.05388
0.87600;0.16861;1651.92373;0.05369
0.87800;0.16855;1651.53053;0.05345
0.88000;0.16849;1651.14813;0.05322
0.88200;0.16843;1650.76721;0.05299
0.88400;0.16843;1650.36879;0.05277
0.88600;0.16837;1649.94579;0.05256
0.88800;0.16831;1649.49968;0.05238
0.89000;0.16825;1649.02676;0.05226
0.89200;0.16819;1648.52031;0.05221
0.89400;0.16813;1647.97697;0.05220
0.89600;0.16807;1647.39750;0.05221
0.89800;0.16801;1646.79009;0.05225
0.90000;0.16795;1646.16518;0.05229
0.90200;0.16789;1645.52778;0.05231
0.90400;0.16783;1644.87306;0.05229
0.90600;0.16783;1644.19375;0.05225
0.90800;0.16771;1643.49377;0.05221
0.91000;0.16765;1642.78448;0.05215
0.91200;0.16759;1642.06997;0.05206
0.91400;0.16753;1641.34391;0.05194
0.91600;0.16747;1640.59866;0.05185
0.91800;0.16741;1639.83200;0.05183
0.92000;0.16735;1639.05025;0.05187
0.92200;0.16729;1638.25583;0.05195
0.92400;0.16723;1637.44148;0.05206
0.92600;0.16717;1636.60403;0.05217
0.92800;0.16705;1635.75225;0.05227
0.93000;0.16699;1634.89673;0.05234
0.93200;0.16693;1634.04495;0.05239
0.93400;0.16687;1633.19688;0.05241
0.93600;0.16675;1632.33485;0.05240
0.93800;0.16669;1631.43668;0.05234
0.94000;0.16663;1630.50275;0.05222
0.94200;0.16657;1629.55560;0.05204
0.94400;0.16651;1628.60695;0.05187
0.94600;0.16645;1627.65160;0.05171
0.94800;0.16639;1626.68526;0.05156
0.95000;0.16627;1625.70644;0.05139
0.95200;0.16621;1624.70974;0.05121
0.95400;0.16615;1623.69143;0.05107
0.95600;0.16610;1622.66009;0.05100
0.95800;0.16604;1621.63489;0.05098
0.96000;0.16598;1620.62589;0.05096
0.96200;0.16592;1619.62882;0.05093
0.96400;0.16586;1618.63398;0.05089
0.96600;0.16580;1617.63746;0.05081
0.96800;0.16574;1616.64449;0.05070
0.97000;0.16568;1615.66120;0.05053
0.97200;0.16562;1614.68145;0.05032
0.97400;0.16556;1613.69257;0.05010
0.97600;0.16556;1612.69940;0.04989
0.97800;0.16550;1611.72580;0.04970
0.98000;0.16544;1610.78237;0.04955
0.98200;0.16538;1609.85105;0.04942
0.98400;0.16532;1608.91321;0.04932
0.98600;0.16526;1607.97294;0.04925
0.98800;0.16520;1607.04535;0.04920
0.99000;0.16514;1606.13935;0.04920
0.99200;0.16508;1605.26093;0.04926
0.99400;0.16502;1604.41212;0.04938
0.99600;0.16496;1603.58474;0.04950
0.99800;0.16496;1602.76741;0.04960
1.00000;0.16490;1601.96014;0.04971
1.00200;0.16484;1601.16833;0.04982
1.00400;0.16478;1600.39384;0.04990
1.00600;0.16472;1599.64710;0.04991
1.00800;0.16472;1598.94805;0.04990
1.01000;0.16466;1598.29389;0.04992
1.01200;0.16460;1597.65575;0.04994
1.01400;0.16454;1597.02525;0.04997
1.01600;0.16448;1596.41337;0.04999
1.01800;0.16448;1595.81117;0.05001
1.02000;0.16442;1595.19520;0.05000
1.02200;0.16436;1594.55854;0.04996
1.02400;0.16430;1593.90401;0.04988
1.02600;0.16430;1593.22992;0.04976
1.02800;0.16424;1592.53776;0.04957
1.03000;0.16418;1591.84244;0.04930
1.03200;0.16412;1591.16723;0.04902
1.03400;0.16412;1590.52983;0.04878
1.03600;0.16406;1589.92577;0.04857
1.03800;0.16400;1589.33606;0.04839
1.04000;0.16400;1588.74728;0.04824
1.04200;0.16394;1588.15682;0.04817
1.04400;0.16388;1587.56841;0.04819
1.04600;0.16382;1586.98782;0.04828
1.04800;0.16382;1586.41357;0.04841
1.05000;0.16376;1585.83280;0.04858
1.05200;0.16370;1585.23656;0.04874
1.05400;0.16370;1584.62897;0.04888
1.05600;0.16364;1584.01467;0.04898
1.05800;0.16358;1583.39851;0.04905
1.06000;0.16358;1582.79166;0.04912
1.06200;0.16352;1582.19878;0.04915
1.06400;0.16346;1581.60832;0.04912
1.06600;0.16346;1581.01246;0.04903
1.06800;0.16340;1580.42181;0.04893
1.07000;0.16334;1579.84812;0.04885
1.07200;0.16334;1579.28523;0.04877
1.07400;0.16329;1578.72215;0.04869
1.07600;0.16323;1578.15963;0.04862
1.07800;0.16323;1577.60419;0.04859
1.08000;0.16317;1577.06030;0.04861
1.08200;0.16317;1576.53298;0.04868
1.08400;0.16311;1576.02448;0.04874
1.08600;0.16305;1575.52678;0.04877
1.08800;0.16305;1575.02424;0.04872
1.09000;0.16299;1574.50270;0.04859
1.09200;0.16293;1573.95899;0.04841
1.09400;0.16293;1573.41324;0.04821
1.09600;0.16287;1572.89021;0.04803
1.09800;0.16287;1572.38506;0.04787
1.10000;0.16281;1571.87711;0.04770
1.10200;0.16281;1571.37122;0.04754
1.10400;0.16275;1570.88749;0.04740
1.10600;0.16269;1570.42257;0.04730
1.10800;0.16269;1569.95393;0.04723
1.11000;0.16263;1569.47263;0.04718
1.11200;0.16263;1568.98275;0.04714
1.11400;0.16257;1568.48971;0.04710
1.11600;0.16257;1567.99592;0.04703
1.11800;0.16251;1567.50362;0.04695
1.12000;0.16245;1567.00909;0.04687
1.12200;0.16245;1566.50729;0.04680
1.12400;0.16239;1566.00643;0.04674
1.12600;0.16239;1565.52084;0.04670
1.12800;0.16233;1565.04977;0.04666
1.13000;0.16233;1564.57964;0.04661
1.13200;0.16227;1564.10560;0.04653
1.13400;0.16227;1563.63156;0.04646
1.13600;0.16221;1563.15695;0.04641
1.13800;0.16221;1562.67770;0.04641
1.14000;0.16215;1562.19397;0.04644
1.14200;0.16215;1561.71415;0.04649
1.14400;0.16209;1561.25100;0.04654
1.14600;0.16209;1560.81039;0.04661
1.14800;0.16203;1560.38413;0.04669
1.15000;0.16203;1559.96187;0.04677
1.15200;0.16203;1559.54035;0.04682
1.15400;0.16197;1559.11567;0.04682
1.15600;0.16197;1558.68540;0.04677
1.15800;0.16191;1558.26313;0.04670
1.16000;0.16191;1557.86807;0.04661
1.16200;0.16185;1557.50532;0.04652
1.16400;0.16185;1557.16380;0.04642
1.16600;0.16179;1556.82862;0.04633
1.16800;0.16179;1556.49353;0.04627
1.17000;0.16179;1556.16067;0.04627
1.17200;0.16173;1555.83201;0.04629
1.17400;0.16173;1555.51024;0.04633
1.17600;0.16167;1555.20318;0.04638
1.17800;0.16167;1554.91484;0.04641
1.18000;0.16167;1554.63479;0.04642
1.18200;0.16161;1554.34925;0.04645
1.18400;0.16161;1554.05402;0.04650
1.18600;0.16161;1553.74780;0.04656
1.18800;0.16155;1553.43181;0.04660
1.19000;0.16155;1553.11637;0.04661
1.19200;0.16149;1552.80577;0.04658
1.19400;0.16149;1552.48288;0.04650
1.19600;0.16149;1552.13140;0.04641
1.19800;0.16149;1551.76092;0.04633
1.20000;0.16143;1551.39426;0.04627
1.20200;0.16143;1551.03328;0.04624
1.20400;0.16137;1550.66429;0.04628
1.20600;0.16137;1550.29241;0.04637
1.20800;0.16137;1549.93655;0.04649
1.21000;0.16137;1549.59345;0.04661
1.21200;0.16131;1549.24663;0.04674
1.21400;0.16131;1548.89412;0.04686
1.21600;0.16131;1548.53864;0.04692
1.21800;0.16125;1548.17849;0.04693
1.22000;0.16125;1547.82189;0.04691
1.22200;0.16125;1547.48503;0.04688
1.22400;0.16125;1547.17853;0.04683
1.22600;0.16119;1546.90361;0.04675
1.22800;0.16119;1546.65681;0.04666
1.23000;0.16119;1546.43143;0.04657
1.23200;0.16113;1546.21191;0.04648
1.23400;0.16113;1545.97443;0.04642
1.23600;0.16113;1545.71338;0.04641
1.23800;0.16113;1545.45195;0.04643
1.24000;0.16107;1545.21074;0.04645
1.24200;0.16107;1544.97866;0.04646
1.24400;0.16107;1544.73437;0.04647
1.24600;0.16107;1544.47807;0.04646
1.24800;0.16101;1544.22708;0.04638
1.25000;0.16101;1543.99406;0.04624
1.25200;0.16101;1543.78060;0.04608
1.25400;0.16101;1543.58028;0.04591
1.25600;0.16101;1543.38125;0.04572
1.25800;0.16101;1543.17608;0.04552
1.26000;0.16095;1542.97501;0.04536
1.26200;0.16095;1542.79880;0.04523
1.26400;0.16095;1542.65240;0.04515
1.26600;0.16095;1542.51838;0.04508
1.26800;0.16089;1542.37654;0.04503
1.27000;0.16089;1542.21915;0.04500
1.27200;0.16089;1542.05216;0.04497
1.27400;0.16089;1541.89067;0.04496
1.27600;0.16089;1541.74613;0.04495
1.27800;0.16089;1541.61900;0.04490
1.28000;0.16083;1541.50035;0.04482
1.28200;0.16083;1541.38049;0.04473
1.28400;0.16083;1541.25579;0.04465
1.28600;0.16083;1541.12922;0.04458
1.28800;0.16083;1541.00368;0.04451
1.29000;0.16083;1540.87618;0.04445
1.29200;0.16077;1540.73974;0.04442
1.29400;0.16077;1540.59352;0.04443
1.29600;0.16077;1540.44228;0.04447
1.29800;0.16077;1540.29503;0.04450
1.30000;0.16077;1540.15971;0.04452
1.30200;0.16077;1540.02793;0.04456
1.30400;0.16077;1539.87724;0.04460
1.30600;0.16071;1539.69927;0.04462
1.30800;0.16071;1539.51366;0.04460
1.31000;0.16071;1539.34276;0.04455
1.31200;0.16071;1539.19198;0.04449
1.31400;0.16071;1539.05498;0.04441
1.31600;0.16071;1538.92124;0.04428
1.31800;0.16071;1538.78173;0.04413
1.32000;0.16065;1538.64231;0.04401
1.32200;0.16065;1538.52506;0.04396
1.32400;0.16065;1538.44533;0.04397
1.32600;0.16065;1538.39597;0.04404
