Tempo;Corsa;Carico;Deformazione 1
2.10400;0.02529;293.07585;-0.06576
2.11400;0.02541;293.86405;-0.06608
2.12400;0.02553;294.32392;-0.06618
2.13400;0.02565;294.99310;-0.06659
2.14400;0.02577;295.81429;-0.06751
2.15400;0.02589;296.75481;-0.06815
2.16400;0.02601;297.68015;-0.06805
2.17400;0.02613;298.40050;-0.06892
2.18400;0.02625;298.77226;-0.06970
2.19400;0.02637;299.28486;-0.07029
2.20400;0.02643;299.90063;-0.07088
2.21400;0.02655;300.60520;-0.07080
2.22400;0.02667;301.30770;-0.07099
2.23400;0.02679;301.99380;-0.07177
2.24400;0.02691;302.77849;-0.07247
2.25400;0.02702;303.67307;-0.07296
2.26400;0.02714;304.64018;-0.07323
2.27400;0.02720;305.39662;-0.07360
2.28400;0.02732;305.95805;-0.07388
2.29400;0.02744;306.34650;-0.07435
2.30400;0.02756;306.91177;-0.07495
2.31400;0.02768;307.85254;-0.07587
2.32400;0.02780;308.62927;-0.07657
2.33400;0.02786;309.32592;-0.07700
2.34400;0.02798;310.04427;-0.07694
2.35400;0.02810;310.64495;-0.07703
2.36400;0.02822;311.27636;-0.07742
2.37400;0.02828;311.90992;-0.07826
2.38400;0.02840;312.43553;-0.07912
2.39400;0.02852;313.18364;-0.07919
2.40400;0.02864;313.96947;-0.07937
2.41400;0.02876;314.76181;-0.07978
2.42400;0.02882;315.58205;-0.08062
2.43400;0.02894;316.22164;-0.08156
2.44400;0.02906;316.83799;-0.08242
2.45400;0.02918;317.45415;-0.08262
2.46400;0.02930;318.12601;-0.08278
2.47400;0.02942;318.79386;-0.08270
2.48400;0.02954;319.53498;-0.08296
2.49400;0.02960;320.40896;-0.08341
2.50400;0.02972;321.18240;-0.08408
2.51400;0.02983;321.84403;-0.08448
2.52400;0.02995;322.62495;-0.08486
2.53400;0.03013;323.56658;-0.08574
2.54400;0.03025;324.51542;-0.08676
2.55400;0.03037;325.29926;-0.08729
2.56400;0.03049;326.03093;-0.08765
2.57400;0.03061;326.83273;-0.08821
2.58400;0.03079;327.74145;-0.08885
2.59400;0.03091;328.76232;-0.08958
2.60400;0.03103;329.69776;-0.09042
2.61400;0.03121;330.45525;-0.09118
2.62400;0.03133;331.41917;-0.09189
2.63400;0.03145;332.56970;-0.09224
2.64400;0.03163;333.82997;-0.09236
2.65400;0.03175;334.72579;-0.09273
2.66400;0.03187;335.23815;-0.09265
2.67400;0.03199;335.47133;-0.09310
2.68400;0.03211;335.89988;-0.09402
2.69400;0.03223;336.85914;-0.09434
2.70400;0.03235;338.14928;-0.09522
2.71400;0.03247;339.30901;-0.09573
2.72400;0.03259;340.21894;-0.09596
2.73400;0.03270;340.92835;-0.09634
2.74400;0.03282;341.57422;-0.09682
2.75400;0.03300;342.42978;-0.09751
2.76400;0.03312;343.45423;-0.09807
2.77400;0.03324;344.39308;-0.09858
2.78400;0.03336;345.47050;-0.09953
2.79400;0.03348;346.60005;-0.10024
2.80400;0.03366;347.45201;-0.10054
2.81400;0.03378;348.33732;-0.10111
2.82400;0.03390;349.29262;-0.10168
2.83400;0.03402;349.97044;-0.10198
2.84400;0.03414;350.58109;-0.10300
2.85400;0.03426;351.36133;-0.10357
2.86400;0.03438;352.29896;-0.10368
2.87400;0.03450;353.12574;-0.10424
2.88400;0.03462;353.77762;-0.10439
2.89400;0.03474;354.48356;-0.10488
2.90400;0.03486;355.04727;-0.10573
2.91400;0.03498;355.79538;-0.10626
2.92400;0.03510;356.82805;-0.10709
2.93400;0.03522;357.77849;-0.10808
2.94400;0.03534;358.61295;-0.10857
2.95400;0.03546;359.15109;-0.10866
2.96400;0.03557;359.71121;-0.10887
2.97400;0.03563;360.21124;-0.10946
2.98400;0.03581;360.97553;-0.11035
2.99400;0.03587;361.93891;-0.11074
3.00400;0.03599;362.71478;-0.11077
3.01400;0.03611;363.63732;-0.11099
3.02400;0.03623;364.51239;-0.11130
3.03400;0.03635;365.32350;-0.11219
3.04400;0.03647;366.12400;-0.11311
3.05400;0.03659;367.06212;-0.11352
3.06400;0.03671;367.84001;-0.11409
3.07400;0.03683;368.41768;-0.11431
3.08400;0.03695;368.99969;-0.11473
3.09400;0.03707;369.65054;-0.11552
3.10400;0.03719;370.18349;-0.11680
3.11400;0.03731;370.89994;-0.11783
3.12400;0.03737;371.47917;-0.11849
3.13400;0.03749;372.22048;-0.11912
3.14400;0.03761;372.75199;-0.11966
3.15400;0.03773;373.36557;-0.11948
3.16400;0.03785;374.10746;-0.11952
3.17400;0.03797;374.99662;-0.11977
3.18400;0.03809;375.93723;-0.11981
3.19400;0.03815;376.73023;-0.12032
3.20400;0.03827;377.50630;-0.12091
3.21400;0.03838;378.09501;-0.12156
3.22400;0.03850;378.62586;-0.12184
3.23400;0.03862;379.56852;-0.12219
3.24400;0.03868;380.47626;-0.12246
3.25400;0.03880;381.17967;-0.12322
3.26400;0.03892;381.98666;-0.12369
3.27400;0.03904;382.89495;-0.12411
3.28400;0.03910;383.62546;-0.12456
3.29400;0.03922;384.36721;-0.12483
3.30400;0.03934;385.02181;-0.12520
3.31400;0.03946;385.59732;-0.12547
3.32400;0.03958;386.04520;-0.12597
3.33400;0.03970;386.34599;-0.12602
3.34400;0.03976;387.09349;-0.12661
3.35400;0.03994;388.08477;-0.12689
3.36400;0.04006;389.44280;-0.12773
3.37400;0.04012;390.44477;-0.12851
3.38400;0.04024;391.19241;-0.12935
3.39400;0.04036;392.16508;-0.13035
3.40400;0.04054;393.03233;-0.13030
3.41400;0.04066;393.92062;-0.13039
3.42400;0.04078;395.07342;-0.13050
3.43400;0.04090;396.10295;-0.13045
3.44400;0.04102;397.05704;-0.13108
3.45400;0.04119;397.85374;-0.13140
3.46400;0.04131;398.85649;-0.13173
3.47400;0.04143;400.05879;-0.13226
3.48400;0.04161;401.13083;-0.13273
3.49400;0.04173;401.97452;-0.13372
3.50400;0.04191;402.98216;-0.13511
3.51400;0.04203;403.70007;-0.13581
3.52400;0.04215;404.68583;-0.13640
3.53400;0.04227;405.67182;-0.13658
3.54400;0.04245;406.62428;-0.13670
3.55400;0.04257;407.38140;-0.13811
3.56400;0.04269;408.09540;-0.13889
3.57400;0.04281;408.86393;-0.13874
3.58400;0.04293;409.77816;-0.13933
3.59400;0.04305;410.92164;-0.13961
3.60400;0.04317;411.88723;-0.14014
3.61400;0.04335;412.67416;-0.14028
3.62400;0.04347;413.66233;-0.14036
3.63400;0.04359;414.44087;-0.14104
3.64400;0.04371;415.49392;-0.14174
3.65400;0.04383;416.62385;-0.14249
3.66400;0.04401;417.66558;-0.14336
3.67400;0.04412;418.65711;-0.14398
3.68400;0.04424;419.46638;-0.14476
3.69400;0.04436;420.27794;-0.14557
3.70400;0.04448;421.30086;-0.14551
3.71400;0.04460;422.50445;-0.14560
3.72400;0.04472;423.40527;-0.14638
3.73400;0.04484;424.10763;-0.14658
3.74400;0.04502;424.97599;-0.14719
3.75400;0.04508;425.96147;-0.14783
3.76400;0.04520;427.16879;-0.14841
3.77400;0.04532;428.35590;-0.14927
3.78400;0.04544;429.18897;-0.14980
3.79400;0.04556;429.67284;-0.15002
3.80400;0.04568;430.24444;-0.15084
3.81400;0.04580;431.02773;-0.15092
3.82400;0.04592;431.86867;-0.15180
3.83400;0.04604;432.75668;-0.15228
3.84400;0.04616;433.60596;-0.15229
3.85400;0.04628;434.42249;-0.15268
3.86400;0.04640;435.08690;-0.15331
3.87400;0.04652;435.87033;-0.15395
3.88400;0.04664;436.72677;-0.15421
3.89400;0.04676;437.35486;-0.15497
3.90400;0.04687;438.05442;-0.15530
3.91400;0.04699;438.83375;-0.15586
3.92400;0.04711;439.81415;-0.15600
3.93400;0.04723;440.84545;-0.15613
3.94400;0.04735;441.97561;-0.15639
3.95400;0.04747;442.84496;-0.15686
3.96400;0.04759;443.59979;-0.15739
3.97400;0.04765;444.32138;-0.15774
3.98400;0.04777;445.21908;-0.15800
3.99400;0.04789;446.04000;-0.15864
4.00400;0.04801;446.90180;-0.15910
4.01400;0.04813;447.56131;-0.15887
4.02400;0.04825;448.19913;-0.15942
4.03400;0.04837;448.71056;-0.15973
4.04400;0.04843;449.54969;-0.16011
4.05400;0.04855;450.48608;-0.16093
4.06400;0.04867;451.28572;-0.16170
4.07400;0.04879;452.09993;-0.16251
4.08400;0.04891;452.74068;-0.16280
4.09400;0.04897;453.58445;-0.16299
4.10400;0.04909;453.95764;-0.16357
4.11400;0.04921;454.66167;-0.16407
4.12400;0.04933;455.39215;-0.16414
4.13400;0.04939;456.10536;-0.16391
4.14400;0.04951;456.97778;-0.16375
4.15400;0.04963;457.81867;-0.16406
4.16400;0.04974;458.50524;-0.16466
4.17400;0.04980;459.34757;-0.16466
4.18400;0.04992;460.15088;-0.16524
4.19400;0.05004;460.91150;-0.16610
4.20400;0.05016;461.51988;-0.16692
4.21400;0.05028;462.39509;-0.16731
4.22400;0.05040;463.04050;-0.16774
4.23400;0.05052;464.01992;-0.16735
4.24400;0.05064;465.31097;-0.16790
4.25400;0.05076;466.28756;-0.16840
4.26400;0.05088;466.82926;-0.16954
4.27400;0.05100;467.45921;-0.17014
4.28400;0.05112;468.26024;-0.17060
4.29400;0.05124;469.35431;-0.17011
4.30400;0.05136;470.47529;-0.17027
4.31400;0.05154;470.91194;-0.17078
4.32400;0.05166;471.51134;-0.17036
4.33400;0.05178;472.54087;-0.17225
4.34400;0.05196;473.95751;-0.17228
4.35400;0.05208;475.34825;-0.17263
4.36400;0.05226;476.50049;-0.17317
4.37400;0.05238;477.72457;-0.17231
4.38400;0.05250;478.98670;-0.17269
4.39400;0.05261;480.08980;-0.17381
4.40400;0.05273;480.86662;-0.17373
4.41400;0.05291;481.70188;-0.17437
4.42400;0.05303;482.52428;-0.17515
4.43400;0.05315;483.44168;-0.17514
4.44400;0.05327;484.31819;-0.17671
4.45400;0.05339;485.15745;-0.17709
4.46400;0.05351;486.11634;-0.17685
4.47400;0.05363;487.12054;-0.17734
4.48400;0.05381;488.45368;-0.17747
4.49400;0.05393;489.61132;-0.17801
4.50400;0.05405;490.65333;-0.17937
4.51400;0.05417;491.66176;-0.17882
4.52400;0.05435;492.71025;-0.17892
4.53400;0.05447;493.71705;-0.17962
4.54400;0.05459;495.01741;-0.17954
4.55400;0.05471;495.96964;-0.17977
4.56400;0.05483;496.50967;-0.18039
4.57400;0.05495;497.23084;-0.18053
4.58400;0.05507;498.12477;-0.18158
4.59400;0.05519;499.11481;-0.18231
4.60400;0.05531;500.20479;-0.18257
4.61400;0.05542;501.44237;-0.18349
4.62400;0.05554;502.35088;-0.18357
4.63400;0.05566;503.16802;-0.18337
4.64400;0.05578;503.76561;-0.18428
4.65400;0.05590;504.20454;-0.18385
4.66400;0.05602;504.89213;-0.18400
4.67400;0.05614;505.82956;-0.18469
4.68400;0.05626;506.84544;-0.18511
4.69400;0.05632;507.99730;-0.18562
4.70400;0.05644;509.14320;-0.18673
4.71400;0.05656;510.03569;-0.18651
4.72400;0.05668;510.81381;-0.18705
4.73400;0.05680;511.49577;-0.18759
4.74400;0.05692;512.21075;-0.18788
4.75400;0.05704;513.07511;-0.18861
4.76400;0.05716;514.07083;-0.18943
4.77400;0.05728;515.29016;-0.18970
4.78400;0.05740;516.37394;-0.19052
4.79400;0.05752;517.16650;-0.19022
4.80400;0.05764;518.11943;-0.18979
4.81400;0.05776;518.83841;-0.19048
4.82400;0.05788;519.51688;-0.19094
4.83400;0.05800;520.39246;-0.19147
4.84400;0.05812;521.06534;-0.19200
4.85400;0.05818;521.92560;-0.19181
4.86400;0.05829;522.66987;-0.19205
4.87400;0.05841;523.62164;-0.19226
4.88400;0.05853;524.90705;-0.19243
4.89400;0.05865;525.93276;-0.19257
4.90400;0.05877;526.79935;-0.19334
4.91400;0.05883;527.73007;-0.19409
4.92400;0.05895;528.50931;-0.19508
4.93400;0.05907;529.38666;-0.19490
4.94400;0.05919;530.06602;-0.19509
4.95400;0.05931;530.78197;-0.19543
4.96400;0.05937;531.32009;-0.19557
4.97400;0.05949;531.93150;-0.19564
4.98400;0.05961;532.46999;-0.19670
4.99400;0.05967;532.94082;-0.19709
5.00400;0.05979;533.87741;-0.19778
5.01400;0.05991;535.03676;-0.19760
5.02400;0.06003;536.30983;-0.19737
5.03400;0.06009;537.67418;-0.19744
5.04400;0.06021;538.57737;-0.19799
5.05400;0.06033;539.01738;-0.19797
5.06400;0.06045;539.36630;-0.19883
5.07400;0.06057;539.96360;-0.19938
5.08400;0.06069;540.96556;-0.20012
5.09400;0.06075;542.02750;-0.20080
5.10400;0.06087;542.94495;-0.20155
5.11400;0.06099;543.61904;-0.20210
5.12400;0.06110;544.18659;-0.20249
5.13400;0.06122;544.87684;-0.20241
5.14400;0.06134;546.02432;-0.20274
5.15400;0.06146;547.25087;-0.20277
5.16400;0.06158;548.13069;-0.20310
5.17400;0.06176;549.12409;-0.20377
5.18400;0.06188;550.17960;-0.20435
5.19400;0.06206;551.05370;-0.20415
5.20400;0.06218;552.05021;-0.20437
5.21400;0.06230;553.45525;-0.20442
5.22400;0.06248;554.76297;-0.20476
5.23400;0.06260;555.96689;-0.20495
5.24400;0.06272;557.05248;-0.20572
5.25400;0.06290;558.20607;-0.20627
5.26400;0.06302;559.29823;-0.20693
5.27400;0.06314;560.48357;-0.20775
5.28400;0.06332;561.78682;-0.20864
5.29400;0.06344;562.87791;-0.20843
5.30400;0.06356;563.59759;-0.20856
5.31400;0.06368;564.39973;-0.20896
5.32400;0.06380;565.46694;-0.20935
5.33400;0.06391;566.57526;-0.20924
5.34400;0.06403;567.64064;-0.20994
5.35400;0.06415;568.69905;-0.20996
5.36400;0.06433;569.76988;-0.21008
5.37400;0.06445;570.71773;-0.21014
5.38400;0.06457;571.79038;-0.21081
5.39400;0.06469;572.92897;-0.21122
5.40400;0.06481;574.00200;-0.21193
5.41400;0.06499;574.97760;-0.21222
5.42400;0.06511;576.15573;-0.21295
5.43400;0.06523;577.28915;-0.21290
5.44400;0.06535;578.24287;-0.21378
5.45400;0.06547;579.02378;-0.21419
5.46400;0.06559;579.92218;-0.21502
5.47400;0.06571;580.93476;-0.21568
5.48400;0.06583;582.13263;-0.21662
5.49400;0.06595;583.47965;-0.21730
5.50400;0.06607;584.66652;-0.21794
5.51400;0.06619;585.80218;-0.21840
5.52400;0.06631;586.75148;-0.21880
5.53400;0.06643;587.44866;-0.21922
5.54400;0.06655;588.07498;-0.21961
5.55400;0.06667;588.93971;-0.21965
5.56400;0.06678;589.83918;-0.22040
5.57400;0.06690;590.85614;-0.22108
5.58400;0.06702;591.52977;-0.22188
5.59400;0.06714;592.12390;-0.22217
5.60400;0.06726;592.84247;-0.22234
5.61400;0.06738;593.71688;-0.22229
5.62400;0.06750;594.81319;-0.22280
5.63400;0.06762;596.00417;-0.22315
5.64400;0.06774;597.05540;-0.22381
5.65400;0.06786;598.09107;-0.22406
5.66400;0.06798;599.00982;-0.22454
5.67400;0.06810;599.88587;-0.22509
5.68400;0.06816;600.69235;-0.22574
5.69400;0.06828;601.56593;-0.22566
5.70400;0.06840;602.56231;-0.22593
5.71400;0.06852;603.67826;-0.22620
5.72400;0.06864;604.64949;-0.22648
5.73400;0.06876;605.83232;-0.22656
5.74400;0.06888;606.98316;-0.22696
5.75400;0.06900;607.87839;-0.22775
5.76400;0.06912;608.49492;-0.22823
5.77400;0.06918;609.07346;-0.22860
5.78400;0.06930;609.71882;-0.22911
5.79400;0.06942;610.63347;-0.22943
5.80400;0.06954;611.38715;-0.22941
5.81400;0.06965;612.54730;-0.22914
5.82400;0.06971;613.59834;-0.22913
5.83400;0.06983;614.48780;-0.22972
5.84400;0.06995;615.31523;-0.23053
5.85400;0.07007;616.19510;-0.23096
5.86400;0.07019;617.22193;-0.23157
5.87400;0.07025;618.25863;-0.23171
5.88400;0.07037;619.12076;-0.23183
5.89400;0.07049;619.79089;-0.23143
5.90400;0.07061;620.41660;-0.23126
5.91400;0.07067;621.24166;-0.23130
5.92400;0.07079;622.33536;-0.23183
5.93400;0.07091;623.39054;-0.23219
5.94400;0.07103;624.20382;-0.23275
5.95400;0.07115;625.12355;-0.23341
5.96400;0.07127;626.17757;-0.23382
5.97400;0.07139;627.29651;-0.23434
5.98400;0.07151;628.15398;-0.23499
5.99400;0.07163;629.02207;-0.23488
6.00400;0.07175;629.66151;-0.23463
6.01400;0.07187;630.34724;-0.23503
6.02400;0.07199;631.47298;-0.23584
6.03400;0.07211;632.67648;-0.23661
6.04400;0.07223;633.98844;-0.23682
6.05400;0.07241;635.31538;-0.23664
6.06400;0.07252;636.38585;-0.23668
6.07400;0.07270;637.39521;-0.23705
6.08400;0.07282;638.17776;-0.23724
6.09400;0.07300;639.08640;-0.23735
6.10400;0.07312;640.22648;-0.23763
6.11400;0.07324;641.83278;-0.23807
6.12400;0.07342;643.43484;-0.23872
6.13400;0.07354;644.53376;-0.23925
6.14400;0.07366;645.87086;-0.23963
6.15400;0.07378;646.95626;-0.23985
6.16400;0.07396;647.95692;-0.23958
6.17400;0.07408;649.02068;-0.23933
6.18400;0.07420;649.98008;-0.23906
6.19400;0.07432;651.17441;-0.23950
6.20400;0.07444;652.52399;-0.23985
6.21400;0.07456;654.01327;-0.24030
6.22400;0.07468;655.37025;-0.24024
6.23400;0.07480;656.38442;-0.24021
6.24400;0.07498;657.09390;-0.24017
6.25400;0.07510;657.87043;-0.24016
6.26400;0.07522;658.78369;-0.23967
6.27400;0.07533;659.82095;-0.23936
6.28400;0.07545;660.93174;-0.23953
6.29400;0.07557;662.23880;-0.24010
6.30400;0.07575;663.37027;-0.24010
6.31400;0.07587;664.08077;-0.24021
6.32400;0.07599;664.90909;-0.24046
6.33400;0.07611;665.89462;-0.24063
6.34400;0.07623;667.19423;-0.24029
6.35400;0.07635;668.43485;-0.23978
6.36400;0.07647;669.72175;-0.23937
6.37400;0.07659;670.73829;-0.23949
6.38400;0.07671;671.70896;-0.23957
6.39400;0.07677;672.88396;-0.23979
6.40400;0.07689;674.21249;-0.23952
6.41400;0.07701;675.16817;-0.23972
6.42400;0.07713;676.04105;-0.23950
6.43400;0.07725;676.67267;-0.23979
6.44400;0.07737;677.17438;-0.24009
6.45400;0.07749;677.92102;-0.24039
6.46400;0.07755;678.91423;-0.24008
6.47400;0.07767;679.78939;-0.23984
6.48400;0.07779;680.90330;-0.23993
6.49400;0.07791;682.05022;-0.24049
6.50400;0.07803;683.15347;-0.24029
6.51400;0.07814;684.12637;-0.24048
6.52400;0.07826;685.07157;-0.24068
6.53400;0.07838;685.94199;-0.24059
6.54400;0.07850;686.66595;-0.24002
6.55400;0.07862;687.51206;-0.24029
6.56400;0.07874;688.44371;-0.23989
6.57400;0.07886;689.44255;-0.23971
6.58400;0.07898;690.65569;-0.23958
6.59400;0.07910;691.90473;-0.23999
6.60400;0.07916;693.09436;-0.23997
6.61400;0.07928;694.10731;-0.24042
6.62400;0.07940;695.02029;-0.24050
